id,quality_score,content_integrity,content_ratio,content_length,one_sentence_description,content_type,business_sector,technical_content,information_density,content_quality,audience_level,commercial_bias,time_sensitivity,content_safety,educational_value,reasoning_indicators,pii_presence,regional_relevance,country_relevance,full_doc_lid_score,duplicate_count,full_doc_lid,minhash_cluster_size,gold_score,llm_educational_value,llm_content_quality,source
<urn:uuid:f5ca41bb-ffac-46e4-b9ab-f660dfe49ff1>,0.18,fragment,mixed_content,minimal,Fragmented list of Swedish horse racing race results and betting odds from December 2014.,"['structured_data', 'reference']","['gambling_betting', 'media_entertainment']",['non_technical'],thin,poor,general,moderate,time_sensitive,safe,none,none,contains_pii,['european'],['sweden'],0.9602235555648804,1.0,swe_Latn,1.0,0.3,0.1,0.3,extreme_sample_bottom
<urn:uuid:1405e6df-6985-4a76-ab03-9d40a675d2f2>,0.3,fragment,minimal_content,minimal,Administrative notice from the Social Board in Horby regarding a draft decision.,['boilerplate'],['government_public'],['non_technical'],empty,poor,general,none,time_sensitive,safe,none,none,no_pii,['european'],['sweden'],0.999805510044098,0.0,swe_Latn,1.0,0.6,0.1,0.6,extreme_sample_bottom
<urn:uuid:fcb65589-21e1-47ee-83d8-8cb34fa18f71>,0.22,fragment,mostly_navigation,minimal,"Fragment of a public transport schedule for Skde, Sweden, listing dates and exceptions.","['structured_data', 'reference']",['transportation_logistics'],['non_technical'],thin,poor,general,none,time_sensitive,safe,none,none,no_pii,['european'],['sweden'],0.9999980926513672,0.0,swe_Latn,1.0,0.4,0.1,0.4,extreme_sample_bottom
<urn:uuid:f8ebaf56-cb7f-4598-b90c-348bbdb56a6a>,0.08,fragment,minimal_content,minimal,Title page from a TCPDF generated document regarding a 2023 elimination and final round.,['boilerplate'],['other'],['non_technical'],empty,unacceptable,general,none,time_sensitive,safe,none,none,no_pii,['european'],['sweden'],0.8954918384552002,0.0,swe_Latn,2.0,0.2,0.0,0.2,extreme_sample_bottom
<urn:uuid:94ac7e46-3b4d-4a86-aa55-97a9ee5225c3>,0.38,fragment,minimal_content,minimal,Header fragment containing metadata for a school project at Lemshaga Akademi.,['structured_data'],['education_sector'],['non_technical'],thin,poor,general,none,evergreen,safe,none,none,contains_pii,['european'],['sweden'],0.9453783631324768,0.0,swe_Latn,4.0,0.8,0.1,0.8,extreme_sample_bottom
<urn:uuid:d8cb40f6-b61f-4d10-a3b7-3714388d4fc0>,0.18,fragment,mostly_navigation,minimal,Fragment of a sports schedule template for a Swedish division.,['structured_data'],['media_entertainment'],['non_technical'],empty,unacceptable,general,none,time_sensitive,safe,none,none,no_pii,['european'],['sweden'],0.8855264782905579,0.0,swe_Latn,1.0,0.3,0.1,0.3,extreme_sample_bottom
<urn:uuid:a42f381d-bb65-4543-b45f-8a598ba662db>,0.08,fragment,mostly_navigation,minimal,Fragmentary text with navigation links and a heading about the Marstrand ferry terminal.,['structured_data'],"['transportation_logistics', 'hospitality_tourism']",['non_technical'],empty,unacceptable,general,none,evergreen,safe,none,none,no_pii,['european'],['sweden'],0.9724863171577454,0.0,swe_Latn,1.0,0.2,0.0,0.2,extreme_sample_bottom
<urn:uuid:441017f0-6a8e-4334-bf85-0bf474cd1f88>,0.08,fragment,minimal_content,minimal,Repetitive headers from an official results list for the Bildemo-Racet folk race.,['structured_data'],"['media_entertainment', 'general_interest']",['non_technical'],empty,poor,general,none,evergreen,safe,none,none,no_pii,['european'],['sweden'],0.9346988797187804,0.0,swe_Latn,1.0,0.2,0.0,0.2,extreme_sample_bottom
<urn:uuid:c9705ec2-91ef-4def-b10c-eaf06f530518>,0.22,fragment,minimal_content,minimal,Financial report fragments for the Enkoping Sail Society for the year 2017.,['structured_data'],"['nonprofit_ngo', 'general_interest']",['non_technical'],empty,poor,general,none,time_sensitive,safe,none,none,no_pii,['european'],['sweden'],0.9968419671058656,0.0,swe_Latn,1.0,0.4,0.1,0.4,extreme_sample_bottom
<urn:uuid:7995de3e-2d41-4f2b-b4ef-25c39de75b20>,0.12,fragment,mostly_navigation,minimal,Fragment containing a heading and phone number for customer service at a Swedish travel center.,['transactional'],['hospitality_tourism'],['non_technical'],thin,poor,general,minimal,time_sensitive,safe,none,none,no_pii,['european'],['sweden'],0.9487680196762084,0.0,swe_Latn,1.0,0.3,0.0,0.3,extreme_sample_bottom
<urn:uuid:79d605c3-ff51-4019-8544-bca20aaa7714>,0.12,complete,mostly_navigation,brief,Promotional landing page offering a download for a Swedish book titled 'Kvinnor som murbr4ckor' and listing related titles.,"['transactional', 'structured_data']","['media_entertainment', 'retail_commerce']",['non_technical'],thin,poor,general,heavy,evergreen,safe,none,none,no_pii,['european'],['sweden'],0.9749164581298828,0.0,swe_Latn,2.0,0.3,0.0,0.3,extreme_sample_bottom
<urn:uuid:3430c7b2-7c3c-4a30-80f3-d60982bf29aa>,0.3,fragment,mostly_navigation,minimal,Product listing snippet for a sensor plug cable with price and shipping information.,['transactional'],"['hardware_electronics', 'retail_commerce']",['basic_technical'],thin,poor,general,pure_marketing,time_sensitive,safe,none,none,no_pii,['european'],['sweden'],0.840587854385376,0.0,swe_Latn,1.0,0.6,0.1,0.6,extreme_sample_bottom
<urn:uuid:ab915a19-96e6-49ea-a569-878943aa28e8>,0.12,fragment,minimal_content,minimal,Fragment containing a list of numbers and a reference to a Swedish road sign.,['structured_data'],"['government_public', 'transportation_logistics']",['non_technical'],empty,unacceptable,general,none,time_sensitive,safe,none,none,no_pii,['european'],['sweden'],0.9349032044410706,0.0,swe_Latn,1.0,0.3,0.0,0.3,extreme_sample_bottom
<urn:uuid:d20b786a-e014-4f1c-8db4-2f9577fb4ed9>,0.16,fragment,mostly_navigation,minimal,Fragment of a Swedish public transport schedule for the route to Kungsbacka station.,['structured_data'],['transportation_logistics'],['non_technical'],thin,poor,general,none,time_sensitive,safe,none,none,no_pii,['european'],['sweden'],0.999487578868866,0.0,swe_Latn,2.0,0.4,0.0,0.4,extreme_sample_bottom
<urn:uuid:a1681e86-e2a0-4a03-b350-a09acd72b97d>,0.12,fragment,minimal_content,minimal,"Empty Swedish school timetable template with headers for class, week, points, and days.",['structured_data'],['education_sector'],['non_technical'],empty,poor,general,none,evergreen,safe,none,none,no_pii,['european'],['sweden'],0.924748420715332,0.0,swe_Latn,1.0,0.3,0.0,0.3,extreme_sample_bottom
<urn:uuid:2df0610f-41dd-4b85-a455-55d269e0f32f>,0.18,fragment,mixed_content,moderate,A collection of search result snippets and user comments about the Swedish short story 'Gabriella'.,"['review_critique', 'conversational', 'transactional', 'structured_data']","['media_entertainment', 'retail_commerce']",['non_technical'],thin,poor,general,moderate,evergreen,mild_concerns,minimal,none,no_pii,['european'],['sweden'],1.0000096559524536,0.0,swe_Latn,1.0,0.3,0.1,0.3,extreme_sample_bottom
<urn:uuid:d97c2066-36b8-4838-bb51-9d8b989e655a>,0.3,fragment,mixed_content,moderate,A collection of Swedish text snippets about the book 'Beteendedesign' on behavioral psychology.,"['transactional', 'review_critique', 'analytical']","['consulting_professional', 'retail_commerce', 'academic_research']",['basic_technical'],moderate,poor,general,heavy,slowly_changing,safe,minimal,basic_reasoning,no_pii,['european'],['sweden'],1.0000064373016355,0.0,swe_Latn,1.0,0.3,0.3,0.3,extreme_sample_bottom
<urn:uuid:b35ec206-8888-40cb-a7f6-417d22519431>,0.08,fragment,minimal_content,minimal,"Fragmented Swedish real estate data table showing property numbers, owners, and fees from April 2020.",['structured_data'],"['real_estate_construction', 'government_public']",['non_technical'],empty,unacceptable,general,none,time_sensitive,safe,none,none,no_pii,['european'],['sweden'],0.9994983673095704,0.0,swe_Latn,1.0,0.2,0.0,0.2,extreme_sample_bottom
<urn:uuid:4050fc1d-3eef-4dfc-86de-8b002b22f382>,0.18,fragment,mixed_content,brief,Product listing and purchasing information for the children's songbook 'Titta Titta inkl CD'.,"['transactional', 'structured_data']","['media_entertainment', 'retail_commerce']",['non_technical'],thin,poor,general,pure_marketing,slowly_changing,safe,minimal,none,no_pii,['european'],"['sweden', 'denmark']",0.9999524354934692,0.0,swe_Latn,1.0,0.3,0.1,0.3,extreme_sample_bottom
<urn:uuid:7aef3f42-2616-4976-99af-704345b3b6f8>,0.26,fragment,mostly_navigation,minimal,Fragmented results page listing categories for the 2019 Hostruset rebro 5 km race.,['structured_data'],['general_interest'],['non_technical'],thin,poor,general,none,time_sensitive,safe,none,none,no_pii,['european'],['sweden'],0.95488703250885,1.0,swe_Latn,1.0,0.5,0.1,0.5,extreme_sample_bottom
<urn:uuid:4dcf074b-e68e-463f-a2d2-82f086038035>,0.08,fragment,minimal_content,minimal,Fragmented and repetitive map legend text regarding traffic light signals in Mora municipality.,['structured_data'],"['government_public', 'transportation_logistics']",['non_technical'],empty,unacceptable,general,none,regularly_updating,safe,none,none,no_pii,['european'],['sweden'],0.9998658895492554,0.0,swe_Latn,1.0,0.2,0.0,0.2,extreme_sample_bottom
<urn:uuid:c4144d4d-cfb8-4b7b-a68b-855fc1f4f2d9>,0.18,fragment,mostly_navigation,minimal,Fragment of a Swedish public transport schedule for a bus route ending in ,['structured_data'],['transportation_logistics'],['non_technical'],thin,poor,general,none,regularly_updating,safe,none,none,no_pii,['european'],['sweden'],0.9995726943016052,0.0,swe_Latn,1.0,0.3,0.1,0.3,extreme_sample_bottom
<urn:uuid:4fc33a6e-a0b0-4665-9fe1-a9668cf39d8c>,0.08,fragment,mostly_navigation,minimal,A directory listing of various healthcare organizations and professionals located in Nigeria.,"['structured_data', 'reference']",['healthcare_medical'],['non_technical'],thin,poor,general,minimal,slowly_changing,safe,none,none,no_pii,['sub_saharan_african'],['nigeria'],0.9764394760131836,0.0,swe_Latn,1.0,0.2,0.0,0.2,extreme_sample_bottom
<urn:uuid:f82912a0-f5f8-494c-b0be-0f7ea9c45202>,0.22,fragment,mostly_navigation,minimal,Fragmented list of headings for interior design product prices at the Hagaterrasen real estate development.,"['transactional', 'structured_data']","['real_estate_construction', 'retail_commerce']",['non_technical'],thin,poor,general,heavy,time_sensitive,safe,none,none,no_pii,['european'],['sweden'],0.9492949843406676,2.0,swe_Latn,1.0,0.4,0.1,0.4,extreme_sample_bottom
<urn:uuid:2568f09e-a391-4505-a1e4-42f4e8f4b144>,0.34,fragment,mixed_content,brief,"A fragmented collection of text including a book description, a plot summary, and purchasing information for a children's story.","['transactional', 'creative', 'review_critique']","['media_entertainment', 'retail_commerce']",['non_technical'],thin,poor,children,heavy,evergreen,safe,none,none,no_pii,['european'],['sweden'],1.0000066757202148,0.0,swe_Latn,1.0,0.4,0.3,0.4,extreme_sample_bottom
<urn:uuid:908177b8-fc18-4ecb-ac52-688236840025>,0.24,fragment,mixed_content,moderate,Aggregated product listings and snippets for a Swedish detoxification book and related wellness products.,"['transactional', 'review_critique', 'structured_data']","['retail_commerce', 'healthcare_medical', 'consumer_goods']",['non_technical'],thin,poor,general,pure_marketing,slowly_changing,safe,none,none,no_pii,['european'],['sweden'],1.0000075101852417,0.0,swe_Latn,1.0,0.3,0.2,0.3,extreme_sample_bottom
<urn:uuid:5adb8145-66a8-4ff7-837a-208f1f5fd687>,0.24,fragment,mixed_content,brief,"A collection of Swedish-language descriptions and purchasing information for Umberto Eco's novel ""The Cemetery in Prague.""","['transactional', 'review_critique']","['retail_commerce', 'media_entertainment']",['non_technical'],thin,poor,general,heavy,evergreen,safe,minimal,none,no_pii,['european'],"['sweden', 'czech_republic', 'italy']",0.9999700784683228,0.0,swe_Latn,1.0,0.3,0.2,0.3,extreme_sample_bottom
<urn:uuid:0721e12c-eca1-4b5b-950f-2b78d14164a5>,0.34,fragment,mixed_content,brief,"Aggregated information, descriptions, and metadata for the Swedish academic book 'Personalchefers arbete och identitet'.","['transactional', 'reference', 'structured_data']","['academic_research', 'human_resources', 'education_sector']",['non_technical'],thin,poor,advanced,heavy,slowly_changing,safe,minimal,minimal,no_pii,['european'],['sweden'],0.9998708963394164,0.0,swe_Latn,1.0,0.4,0.3,0.4,extreme_sample_bottom
<urn:uuid:06015e85-687e-4646-a101-d6936582ad6f>,0.18,fragment,mostly_navigation,minimal,Header fragment from a Swedish company profile containing contact details and a document number.,"['boilerplate', 'structured_data']",['consulting_professional'],['non_technical'],thin,poor,general,minimal,time_sensitive,safe,none,none,no_pii,['european'],['sweden'],0.7985607981681824,0.0,swe_Latn,1.0,0.3,0.1,0.3,extreme_sample_bottom
<urn:uuid:619528cb-8bdc-4483-9ef0-241230428f96>,0.3,fragment,minimal_content,minimal,Header text for a results page listing dates and categories for an event in H6g5sen.,['structured_data'],['general_interest'],['non_technical'],thin,poor,general,none,time_sensitive,safe,none,none,no_pii,['european'],['sweden'],0.9535609483718872,0.0,swe_Latn,1.0,0.6,0.1,0.6,extreme_sample_bottom
<urn:uuid:0d2d6987-c806-43df-9618-f074848ef066>,0.22,fragment,minimal_content,minimal,Title page for a preliminary balance sheet of a Swedish ski club for the 2023-2024 fiscal year.,['structured_data'],['nonprofit_ngo'],['non_technical'],empty,poor,general,none,time_sensitive,safe,none,none,no_pii,['european'],['sweden'],0.9980217218399048,0.0,swe_Latn,1.0,0.4,0.1,0.4,extreme_sample_bottom
<urn:uuid:33e332f5-626b-4d0b-8df1-8e625f1ab4e3>,0.12,fragment,mostly_navigation,minimal,Repetitive header text about vocational education programs at the EGY folk high school.,['boilerplate'],['education_sector'],['non_technical'],empty,unacceptable,general,none,slowly_changing,safe,none,none,no_pii,['european'],['sweden'],0.999990940093994,1.0,swe_Latn,1.0,0.3,0.0,0.3,extreme_sample_bottom
<urn:uuid:6f1cee54-465a-4cfa-9f70-fb78149cc535>,0.22,fragment,mostly_navigation,minimal,Title page for a 2017 equestrian software test report on dressage talent for three-year-old horses.,['structured_data'],"['agriculture_food', 'technology_software']",['non_technical'],empty,poor,general,moderate,evergreen,safe,none,none,no_pii,['european'],['sweden'],0.5200431942939758,1.0,swe_Latn,1.0,0.4,0.1,0.4,extreme_sample_bottom
<urn:uuid:d0c25329-aa70-4365-8ca0-9949358762df>,0.22,fragment,mostly_navigation,minimal,Fragment of a Swedish national athletics championship results page for Nyk6ping Midsommarslaget in 2014.,['structured_data'],['general_interest'],['non_technical'],thin,poor,general,none,time_sensitive,safe,none,none,no_pii,['european'],['sweden'],0.9961060881614684,0.0,swe_Latn,1.0,0.4,0.1,0.4,extreme_sample_bottom
<urn:uuid:a02aa04a-69a7-4bba-9801-dc8ddd6cd15d>,0.14,fragment,mostly_navigation,minimal,Fragment of a school calendar template for Wasaskolan for the 2017-18 academic year.,['structured_data'],['education_sector'],['non_technical'],empty,poor,general,none,time_sensitive,safe,none,none,no_pii,['european'],['sweden'],0.9208135008811952,0.0,swe_Latn,1.0,0.2,0.1,0.2,extreme_sample_bottom
<urn:uuid:0440578c-5c58-460c-b9c3-6006bb9549f7>,0.18,mostly_complete,mixed_content,brief,Aggregated Swedish book listings and promotional summaries for the thriller novel 'De sju nycklarna'.,"['transactional', 'review_critique', 'structured_data']","['media_entertainment', 'retail_commerce']",['non_technical'],thin,poor,general,heavy,slowly_changing,safe,none,none,no_pii,['european'],['sweden'],1.0000030994415283,0.0,swe_Latn,1.0,0.3,0.1,0.3,extreme_sample_bottom
<urn:uuid:d5af0b52-6101-4238-aabf-bd8172265db0>,0.26,fragment,mixed_content,minimal,Fragment of a data protection declaration for a Swedish municipality's waste management system.,"['legal_document', 'boilerplate']","['government_public', 'environmental_services']",['non_technical'],thin,poor,general,none,slowly_changing,safe,none,none,no_pii,['european'],['sweden'],1.0000085830688477,0.0,swe_Latn,1.0,0.5,0.1,0.5,extreme_sample_bottom
<urn:uuid:3324e332-2088-4f00-9d7b-342acbbbec9d>,0.3,fragment,minimal_content,minimal,Header text for a calendar listing holidays in Sweden for October 2024.,['structured_data'],['general_interest'],['non_technical'],thin,poor,general,minimal,time_sensitive,safe,none,none,no_pii,['european'],['sweden'],0.7781761884689331,0.0,swe_Latn,1.0,0.6,0.1,0.6,extreme_sample_bottom
<urn:uuid:3e43ed74-6b39-464e-9592-1843c4b4d516>,0.18,fragment,mostly_navigation,minimal,Fragmented schedule listing shot blocks and times for the Swedish National Airgun Shooting Final.,['structured_data'],['general_interest'],['non_technical'],thin,poor,general,none,time_sensitive,safe,none,none,no_pii,['european'],['sweden'],0.9979177713394164,0.0,swe_Latn,1.0,0.3,0.1,0.3,extreme_sample_bottom
<urn:uuid:8ac984df-9977-4e5b-8de2-bfa1ea46d4ae>,0.08,severely_degraded,mostly_navigation,minimal,Corrupted and repetitive official results page for the 2010 Ymerloppet Nordic cross-country ski race.,['structured_data'],"['media_entertainment', 'general_interest']",['non_technical'],empty,unacceptable,general,none,time_sensitive,safe,none,none,no_pii,['european'],['sweden'],0.9782702326774596,0.0,swe_Latn,1.0,0.2,0.0,0.2,extreme_sample_bottom
<urn:uuid:166e7f51-ba38-4704-ac59-fba643863c38>,0.14,fragment,mostly_navigation,minimal,Map of bus lines and symbols for the Falkoping public transport system.,"['reference', 'structured_data']","['transportation_logistics', 'government_public']",['non_technical'],thin,poor,general,none,regularly_updating,safe,none,none,no_pii,['european'],['sweden'],0.9212061166763306,0.0,swe_Latn,1.0,0.2,0.1,0.2,extreme_sample_bottom
e378861f-b55a-41eb-8490-108f4a84fcfd,0.22,fragment,mostly_navigation,minimal,Fragment of a Swedish construction plan for a school building project.,"['structured_data', 'technical_documentation']","['real_estate_construction', 'education_sector']",['engineering'],thin,poor,expert,none,time_sensitive,safe,none,none,no_pii,['european'],['sweden'],0.8815176486968994,1.0,swe_Latn,1.0,0.4,0.1,0.4,extreme_sample_bottom
<urn:uuid:299566b3-fdc0-463e-9cf8-9297deea0beb>,0.18,fragment,mixed_content,minimal,Fragment of a Swedish school bus schedule for Dalngskolan listing dates and terminal stops.,"['structured_data', 'reference']","['education_sector', 'transportation_logistics']",['non_technical'],thin,poor,general,none,time_sensitive,safe,none,none,no_pii,['european'],['sweden'],0.9995675683021544,0.0,swe_Latn,1.0,0.3,0.1,0.3,extreme_sample_bottom
<urn:uuid:881c81dc-58a7-45a6-8744-3b11d140a5e1>,0.24,fragment,mixed_content,brief,"A fragmented collection of Swedish book descriptions, news snippets, and advertisements related to journalism and politics.","['transactional', 'news_report', 'review_critique', 'boilerplate']","['media_entertainment', 'government_public', 'retail_commerce']",['non_technical'],thin,poor,general,moderate,time_sensitive,safe,minimal,none,no_pii,"['european', 'middle_eastern']","['sweden', 'norway', 'syria']",1.000009536743164,0.0,swe_Latn,1.0,0.3,0.2,0.3,extreme_sample_bottom
<urn:uuid:b1a0e7b0-663e-4b2a-b6cb-24bd68fd2a83>,0.12,fragment,mostly_navigation,minimal,Fragment of a Swedish public transport schedule or map for the route to Lilla Edet bus station.,['structured_data'],"['transportation_logistics', 'government_public']",['non_technical'],thin,poor,general,none,regularly_updating,safe,none,none,no_pii,['european'],['sweden'],0.9994133710861206,0.0,swe_Latn,2.0,0.3,0.0,0.3,extreme_sample_bottom
<urn:uuid:d029fc90-0530-4145-9bb1-67a974df49cf>,0.38,fragment,mixed_content,minimal,Fragment of a Swedish university program description for a heating and air conditioning engineering degree.,"['structured_data', 'reference']","['education_sector', 'real_estate_construction', 'manufacturing_industrial']",['basic_technical'],thin,poor,general,none,slowly_changing,safe,none,none,no_pii,['european'],['sweden'],0.996212899684906,1.0,swe_Latn,1.0,0.8,0.1,0.8,extreme_sample_bottom
<urn:uuid:e944f4a6-c58f-454e-a091-3932d184756b>,0.3399999999999999,fragment,mostly_navigation,minimal,Archive index listing categories and dates for historical records at Elgmo Grdsarkiv.,['structured_data'],"['agriculture_food', 'government_public']",['non_technical'],thin,poor,general,none,evergreen,safe,none,none,no_pii,['european'],['sweden'],0.9857743382453918,0.0,swe_Latn,1.0,0.7,0.1,0.7,extreme_sample_bottom
<urn:uuid:1ede6b39-1457-4c48-ad03-0957dbe1c13f>,0.14,fragment,mixed_content,brief,Metadata and fragmented text from a Swedish thriller book summary mixed with unrelated information.,"['transactional', 'review_critique', 'structured_data']","['media_entertainment', 'retail_commerce']",['non_technical'],thin,poor,general,moderate,evergreen,safe,none,none,no_pii,['european'],['sweden'],0.9997749924659728,1.0,swe_Latn,1.0,0.2,0.1,0.2,extreme_sample_bottom
<urn:uuid:4951c8f5-327b-4cb5-8aa6-486c0ce0cc6f>,0.08,severely_degraded,minimal_content,minimal,Corrupted Swedish budget table for public works with missing headers and values.,['structured_data'],"['government_public', 'real_estate_construction']",['non_technical'],empty,unacceptable,general,none,regularly_updating,safe,none,none,no_pii,['european'],['sweden'],0.999972939491272,0.0,swe_Latn,1.0,0.2,0.0,0.2,extreme_sample_bottom
<urn:uuid:615f4ee0-0139-4544-83cf-f5dc41e665f2>,0.14,fragment,mixed_content,brief,A fragmented collection of text snippets about the Swedish book 'Grannen' and a tourist accommodation.,"['transactional', 'review_critique', 'structured_data']","['media_entertainment', 'hospitality_tourism', 'retail_commerce']",['non_technical'],thin,poor,general,heavy,slowly_changing,safe,none,none,no_pii,['european'],['sweden'],0.999990940093994,0.0,swe_Latn,1.0,0.2,0.1,0.2,extreme_sample_bottom
<urn:uuid:65e7015b-824a-4b80-ad0a-80660b380cc1>,0.18,fragment,mostly_navigation,brief,Fragmented list of Swedish horse racing training stalls and race results from November 2011.,"['structured_data', 'reference']","['gambling_betting', 'media_entertainment']",['non_technical'],thin,poor,general,minimal,time_sensitive,safe,none,none,contains_pii,['european'],['sweden'],0.9743637442588806,0.0,swe_Latn,1.0,0.3,0.1,0.3,extreme_sample_bottom
<urn:uuid:16cb92de-0f53-4510-af51-8aec695a9005>,0.3,fragment,minimal_content,minimal,Header fragments from Swedish laboratory analysis reports for drinking water quality control.,"['structured_data', 'legal_document']","['environmental_services', 'government_public']",['basic_technical'],empty,poor,expert,none,time_sensitive,safe,none,none,no_pii,['european'],['sweden'],0.9966742396354676,2.0,swe_Latn,1.0,0.6,0.1,0.6,extreme_sample_bottom
<urn:uuid:466df206-b483-4f38-9b32-ea14fc1c63a4>,0.08,fragment,mostly_navigation,minimal,Map snippet displaying Lund University Hospital and surrounding roads in Sweden.,['structured_data'],"['healthcare_medical', 'transportation_logistics']",['non_technical'],thin,poor,general,none,slowly_changing,safe,none,none,no_pii,['european'],['sweden'],0.8763405084609985,0.0,swe_Latn,1.0,0.2,0.0,0.2,extreme_sample_bottom
<urn:uuid:676d66b5-2c14-46d7-bd0b-149bba692c58>,0.22,fragment,mixed_content,brief,Promotional information and plot summary for the Swedish fashion television series Elsas vrld.,"['transactional', 'creative']",['media_entertainment'],['non_technical'],thin,poor,general,heavy,slowly_changing,safe,none,none,no_pii,['european'],['sweden'],0.9999727010726928,0.0,swe_Latn,1.0,0.4,0.1,0.4,extreme_sample_bottom
<urn:uuid:dee56808-facd-47c6-8b1b-ce03970ab8c8>,0.14,fragment,mostly_navigation,minimal,A repetitive list of archival metadata entries for materials concerning the Norrbottens Museum and the Nedlule socken.,['structured_data'],"['government_public', 'media_entertainment']",['non_technical'],empty,poor,general,none,evergreen,safe,none,none,no_pii,['european'],['sweden'],0.9383357763290404,0.0,swe_Latn,1.0,0.2,0.1,0.2,extreme_sample_bottom
<urn:uuid:ed8fd9ea-0d1f-48be-b6c2-9e6845fa3699>,0.32,complete,mixed_content,brief,Product listing and description for a Swedish self-help book about living with a psychopath.,"['transactional', 'review_critique']","['retail_commerce', 'consulting_professional', 'general_interest']",['non_technical'],thin,poor,general,heavy,evergreen,safe,minimal,minimal,no_pii,['european'],['sweden'],0.9999165534973145,0.0,swe_Latn,1.0,0.5,0.2,0.5,extreme_sample_bottom
<urn:uuid:7438a95d-f5b5-4c31-b9a3-d2445d3381b8>,0.08,fragment,mostly_navigation,minimal,Repetitive list of Swedish financial data headers with missing substantive content.,['structured_data'],['financial_services'],['data_heavy'],empty,unacceptable,general,none,time_sensitive,safe,none,none,no_pii,['european'],['sweden'],0.9972665905952454,0.0,swe_Latn,1.0,0.2,0.0,0.2,extreme_sample_bottom
<urn:uuid:02a5fb7e-43a1-432e-a852-4830b015db35>,0.22,fragment,minimal_content,minimal,Repetitive header text from an official results page for a Swedish MSR GS U12-U16 ski jumping competition.,['structured_data'],['media_entertainment'],['non_technical'],empty,poor,general,none,evergreen,safe,none,none,no_pii,['european'],['sweden'],0.913592517375946,0.0,swe_Latn,1.0,0.4,0.1,0.4,extreme_sample_bottom
<urn:uuid:29d21136-9a22-47d6-8fda-5bbf41f1ee2d>,0.2,fragment,mixed_content,brief,"Fragmented text containing metadata for a historical novel about a Swedish orphanage, mixed with unrelated snippets.","['transactional', 'creative', 'reference']","['media_entertainment', 'real_estate_construction', 'government_public']",['non_technical'],thin,poor,general,moderate,evergreen,safe,minimal,none,no_pii,['european'],['sweden'],1.0000089406967163,1.0,swe_Latn,1.0,0.2,0.2,0.2,extreme_sample_bottom
<urn:uuid:870c91b2-8b15-4c08-86ca-4ceadb31ef4d>,0.24,fragment,mixed_content,brief,Fragmented Swedish landing page for a book about the Christianization process in medieval Iceland.,"['transactional', 'boilerplate']","['academic_research', 'media_entertainment']",['non_technical'],thin,poor,advanced,moderate,evergreen,safe,minimal,minimal,no_pii,['european'],"['iceland', 'united_kingdom', 'ireland']",1.0000087022781372,0.0,swe_Latn,1.0,0.3,0.2,0.3,extreme_sample_bottom
<urn:uuid:1245e913-02a8-4d62-aaa2-202ddbe1ced9>,0.18,fragment,mixed_content,brief,Fragmented text snippets from a Swedish book marketplace page for political science titles.,"['transactional', 'structured_data']","['retail_commerce', 'academic_research']",['non_technical'],thin,poor,general,heavy,time_sensitive,safe,none,none,no_pii,['european'],['sweden'],0.9999946355819702,1.0,swe_Latn,1.0,0.3,0.1,0.3,extreme_sample_bottom
<urn:uuid:6bdac2e3-51e2-4e2f-99a0-690ef01926d8>,0.3399999999999999,mostly_complete,mixed_content,minimal,Advertising page for the Swedish local newspaper Mitt i Upplands Bro with a price list and contact information.,['transactional'],"['media_entertainment', 'advertising_marketing']",['non_technical'],thin,poor,general,pure_marketing,time_sensitive,safe,none,none,no_pii,['european'],['sweden'],0.9998633861541748,0.0,swe_Latn,1.0,0.7,0.1,0.7,extreme_sample_bottom
<urn:uuid:47d7df23-59f0-46a4-a2d5-e11fcf2518d2>,0.26,fragment,mixed_content,minimal,Fragment of a personal profile for Christina Daniels listing interests in design and gardening.,['structured_data'],['general_interest'],['non_technical'],thin,poor,general,none,slowly_changing,safe,none,none,contains_pii,['european'],['sweden'],0.9994252920150756,0.0,swe_Latn,1.0,0.5,0.1,0.5,extreme_sample_bottom
<urn:uuid:71073264-951c-4e46-b293-e483ba13ada4>,0.08,fragment,minimal_content,minimal,Repeated metadata entries for a horse racing event listing in Sweden.,['structured_data'],"['media_entertainment', 'gambling_betting']",['non_technical'],empty,unacceptable,general,none,time_sensitive,safe,none,none,no_pii,['european'],['sweden'],0.9079233407974244,0.0,swe_Latn,1.0,0.2,0.0,0.2,extreme_sample_bottom
<urn:uuid:5077f968-3e4c-43ee-b6e9-3bf3aca645d2>,0.18,mostly_complete,mixed_content,brief,Swedish-language product listing and synopsis for the novel 'En strimma violett' by Alice Lyttkens.,"['transactional', 'review_critique']","['media_entertainment', 'retail_commerce']",['non_technical'],thin,poor,general,heavy,evergreen,safe,none,none,no_pii,['european'],['sweden'],0.9999399185180664,0.0,swe_Latn,1.0,0.3,0.1,0.3,extreme_sample_bottom
<urn:uuid:ae2cf32d-cc27-4160-8856-b4cc19f9a5d8>,0.2,fragment,mixed_content,brief,A fragmented collection of bibliographic entries and descriptions regarding Swedish church history under King Gustaf I.,"['reference', 'structured_data']","['academic_research', 'government_public', 'general_interest']",['non_technical'],thin,poor,advanced,minimal,evergreen,safe,minimal,none,no_pii,['european'],"['sweden', 'finland']",0.9781286120414734,3.0,swe_Latn,1.0,0.2,0.2,0.2,extreme_sample_bottom
